name,abbr,cod,year,deaths
Romania,RO,Diseases of the skin and subcutaneous tissue (L00-L99),2021.0,96
Romania,RO,Diseases of the musculoskeletal system and connective tissue (M00-M99),2021.0,54
Romania,RO,Diseases of the genitourinary system (N00-N99),2021.0,4309
Romania,RO,"Pregnancy, childbirth and the puerperium (O00-O99)",2021.0,51
Romania,RO,Certain conditions originating in the perinatal period (P00-P96),2021.0,382
Romania,RO,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2021.0,322
Romania,RO,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2021.0,966
Slovenia,SI,Malignant neoplasms (C00-C97),2021.0,6207
Slovenia,SI,"Endocrine, nutritional and metabolic diseases (E00-E90)",2021.0,561
Slovenia,SI,Mental and behavioural disorders (F00-F99),2021.0,395
Slovenia,SI,Diseases of the circulatory system (I00-I99),2021.0,7615
Slovenia,SI,Diseases of the respiratory system (J00-J99),2021.0,674
Slovenia,SI,Diseases of the digestive system (K00-K93),2021.0,886
Slovenia,SI,Diseases of the skin and subcutaneous tissue (L00-L99),2021.0,7
Slovenia,SI,Diseases of the musculoskeletal system and connective tissue (M00-M99),2021.0,72
Slovenia,SI,Diseases of the genitourinary system (N00-N99),2021.0,132
Slovenia,SI,"Pregnancy, childbirth and the puerperium (O00-O99)",2021.0,0
Slovenia,SI,Certain conditions originating in the perinatal period (P00-P96),2021.0,16
Slovenia,SI,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2021.0,38
Slovenia,SI,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2021.0,8
Slovakia,SK,Malignant neoplasms (C00-C97),2021.0,13025
Slovakia,SK,"Endocrine, nutritional and metabolic diseases (E00-E90)",2021.0,951
Slovakia,SK,Mental and behavioural disorders (F00-F99),2021.0,484
Slovakia,SK,Diseases of the circulatory system (I00-I99),2021.0,26217
Slovakia,SK,Diseases of the respiratory system (J00-J99),2021.0,6841
Slovakia,SK,Diseases of the digestive system (K00-K93),2021.0,3442
Slovakia,SK,Diseases of the skin and subcutaneous tissue (L00-L99),2021.0,199
Slovakia,SK,Diseases of the musculoskeletal system and connective tissue (M00-M99),2021.0,40
Slovakia,SK,Diseases of the genitourinary system (N00-N99),2021.0,1158
Slovakia,SK,"Pregnancy, childbirth and the puerperium (O00-O99)",2021.0,1
Slovakia,SK,Certain conditions originating in the perinatal period (P00-P96),2021.0,113
Slovakia,SK,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2021.0,128
Slovakia,SK,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2021.0,918
Finland,FI,Malignant neoplasms (C00-C97),2021.0,13166
Finland,FI,"Endocrine, nutritional and metabolic diseases (E00-E90)",2021.0,895
Finland,FI,Mental and behavioural disorders (F00-F99),2021.0,3077
Finland,FI,Diseases of the circulatory system (I00-I99),2021.0,18879
Finland,FI,Diseases of the respiratory system (J00-J99),2021.0,1764
Finland,FI,Diseases of the digestive system (K00-K93),2021.0,2520
Finland,FI,Diseases of the skin and subcutaneous tissue (L00-L99),2021.0,17
Finland,FI,Diseases of the musculoskeletal system and connective tissue (M00-M99),2021.0,207
Finland,FI,Diseases of the genitourinary system (N00-N99),2021.0,205
Finland,FI,"Pregnancy, childbirth and the puerperium (O00-O99)",2021.0,2
Finland,FI,Certain conditions originating in the perinatal period (P00-P96),2021.0,39
Finland,FI,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2021.0,192
Finland,FI,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2021.0,473
Sweden,SE,Malignant neoplasms (C00-C97),2021.0,22232
Sweden,SE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2021.0,3038
Sweden,SE,Mental and behavioural disorders (F00-F99),2021.0,5792
Sweden,SE,Diseases of the circulatory system (I00-I99),2021.0,27705
Sweden,SE,Diseases of the respiratory system (J00-J99),2021.0,5079
Sweden,SE,Diseases of the digestive system (K00-K93),2021.0,3093
Sweden,SE,Diseases of the skin and subcutaneous tissue (L00-L99),2021.0,242
Sweden,SE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2021.0,454
Sweden,SE,Diseases of the genitourinary system (N00-N99),2021.0,1481
Sweden,SE,"Pregnancy, childbirth and the puerperium (O00-O99)",2021.0,2
Sweden,SE,Certain conditions originating in the perinatal period (P00-P96),2021.0,128
Sweden,SE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2021.0,260
Sweden,SE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2021.0,2179
Iceland,IS,Malignant neoplasms (C00-C97),2021.0,616
Iceland,IS,"Endocrine, nutritional and metabolic diseases (E00-E90)",2021.0,62
Iceland,IS,Mental and behavioural disorders (F00-F99),2021.0,109
Iceland,IS,Diseases of the circulatory system (I00-I99),2021.0,675
Iceland,IS,Diseases of the respiratory system (J00-J99),2021.0,183
Iceland,IS,Diseases of the digestive system (K00-K93),2021.0,76
Iceland,IS,Diseases of the skin and subcutaneous tissue (L00-L99),2021.0,2
Iceland,IS,Diseases of the musculoskeletal system and connective tissue (M00-M99),2021.0,9
Iceland,IS,Diseases of the genitourinary system (N00-N99),2021.0,48
Iceland,IS,"Pregnancy, childbirth and the puerperium (O00-O99)",2021.0,0
Iceland,IS,Certain conditions originating in the perinatal period (P00-P96),2021.0,8
Iceland,IS,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2021.0,6
Iceland,IS,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2021.0,10
Norway,NO,Malignant neoplasms (C00-C97),2021.0,10946
Norway,NO,"Endocrine, nutritional and metabolic diseases (E00-E90)",2021.0,1335
Norway,NO,Mental and behavioural disorders (F00-F99),2021.0,3143
Norway,NO,Diseases of the circulatory system (I00-I99),2021.0,10203
Norway,NO,Diseases of the respiratory system (J00-J99),2021.0,3647
Norway,NO,Diseases of the digestive system (K00-K93),2021.0,1386
Norway,NO,Diseases of the skin and subcutaneous tissue (L00-L99),2021.0,112
Norway,NO,Diseases of the musculoskeletal system and connective tissue (M00-M99),2021.0,281
Norway,NO,Diseases of the genitourinary system (N00-N99),2021.0,935
Norway,NO,"Pregnancy, childbirth and the puerperium (O00-O99)",2021.0,0
Norway,NO,Certain conditions originating in the perinatal period (P00-P96),2021.0,66
Norway,NO,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2021.0,134
Norway,NO,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2021.0,1259
Switzerland,CH,Malignant neoplasms (C00-C97),2021.0,17090
Switzerland,CH,"Endocrine, nutritional and metabolic diseases (E00-E90)",2021.0,1747
Switzerland,CH,Mental and behavioural disorders (F00-F99),2021.0,5325
Switzerland,CH,Diseases of the circulatory system (I00-I99),2021.0,19875
Switzerland,CH,Diseases of the respiratory system (J00-J99),2021.0,3643
Switzerland,CH,Diseases of the digestive system (K00-K93),2021.0,2617
Switzerland,CH,Diseases of the skin and subcutaneous tissue (L00-L99),2021.0,132
Switzerland,CH,Diseases of the musculoskeletal system and connective tissue (M00-M99),2021.0,622
Switzerland,CH,Diseases of the genitourinary system (N00-N99),2021.0,1370
Switzerland,CH,"Pregnancy, childbirth and the puerperium (O00-O99)",2021.0,5
Switzerland,CH,Certain conditions originating in the perinatal period (P00-P96),2021.0,157
Switzerland,CH,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2021.0,242
Switzerland,CH,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2021.0,3893
Serbia,RS,Malignant neoplasms (C00-C97),2021.0,19979
Serbia,RS,"Endocrine, nutritional and metabolic diseases (E00-E90)",2021.0,3526
Serbia,RS,Mental and behavioural disorders (F00-F99),2021.0,1658
Serbia,RS,Diseases of the circulatory system (I00-I99),2021.0,56608
Serbia,RS,Diseases of the respiratory system (J00-J99),2021.0,7197
Serbia,RS,Diseases of the digestive system (K00-K93),2021.0,2950
Serbia,RS,Diseases of the skin and subcutaneous tissue (L00-L99),2021.0,138
Serbia,RS,Diseases of the musculoskeletal system and connective tissue (M00-M99),2021.0,144
Serbia,RS,Diseases of the genitourinary system (N00-N99),2021.0,2275
Serbia,RS,"Pregnancy, childbirth and the puerperium (O00-O99)",2021.0,14
Serbia,RS,Certain conditions originating in the perinatal period (P00-P96),2021.0,202
Serbia,RS,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2021.0,96
Serbia,RS,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2021.0,5718
Belgium,BE,Malignant neoplasms (C00-C97),2022.0,26372
Belgium,BE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,2651
Belgium,BE,Mental and behavioural disorders (F00-F99),2022.0,5459
Belgium,BE,Diseases of the circulatory system (I00-I99),2022.0,27749
Belgium,BE,Diseases of the respiratory system (J00-J99),2022.0,11688
Belgium,BE,Diseases of the digestive system (K00-K93),2022.0,5322
Belgium,BE,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,453
Belgium,BE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,628
Belgium,BE,Diseases of the genitourinary system (N00-N99),2022.0,3068
Belgium,BE,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,4
Belgium,BE,Certain conditions originating in the perinatal period (P00-P96),2022.0,189
Belgium,BE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,262
Belgium,BE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,7745
Bulgaria,BG,Malignant neoplasms (C00-C97),2022.0,16203
Bulgaria,BG,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,1289
Bulgaria,BG,Mental and behavioural disorders (F00-F99),2022.0,78
Bulgaria,BG,Diseases of the circulatory system (I00-I99),2022.0,71218
Bulgaria,BG,Diseases of the respiratory system (J00-J99),2022.0,5588
Bulgaria,BG,Diseases of the digestive system (K00-K93),2022.0,4421
Bulgaria,BG,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,47
Bulgaria,BG,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,42
Bulgaria,BG,Diseases of the genitourinary system (N00-N99),2022.0,1645
Bulgaria,BG,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,7
Bulgaria,BG,Certain conditions originating in the perinatal period (P00-P96),2022.0,126
Bulgaria,BG,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,76
Bulgaria,BG,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,3047
Czechia,CZ,Malignant neoplasms (C00-C97),2022.0,27701
Czechia,CZ,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,5790
Czechia,CZ,Mental and behavioural disorders (F00-F99),2022.0,1921
Czechia,CZ,Diseases of the circulatory system (I00-I99),2022.0,46635
Czechia,CZ,Diseases of the respiratory system (J00-J99),2022.0,8567
Czechia,CZ,Diseases of the digestive system (K00-K93),2022.0,5510
Czechia,CZ,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,235
Czechia,CZ,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,256
Czechia,CZ,Diseases of the genitourinary system (N00-N99),2022.0,1949
Czechia,CZ,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,2
Czechia,CZ,Certain conditions originating in the perinatal period (P00-P96),2022.0,119
Czechia,CZ,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,161
Czechia,CZ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,2757
Denmark,DK,Malignant neoplasms (C00-C97),2022.0,15785
Denmark,DK,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,2009
Denmark,DK,Mental and behavioural disorders (F00-F99),2022.0,3952
Denmark,DK,Diseases of the circulatory system (I00-I99),2022.0,12180
Denmark,DK,Diseases of the respiratory system (J00-J99),2022.0,6289
Denmark,DK,Diseases of the digestive system (K00-K93),2022.0,2365
Denmark,DK,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,72
Denmark,DK,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,354
Denmark,DK,Diseases of the genitourinary system (N00-N99),2022.0,948
Denmark,DK,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,1
Denmark,DK,Certain conditions originating in the perinatal period (P00-P96),2022.0,72
Denmark,DK,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,130
Denmark,DK,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,5636
Germany,DE,Malignant neoplasms (C00-C97),2022.0,231983
Germany,DE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,40634
Germany,DE,Mental and behavioural disorders (F00-F99),2022.0,68865
Germany,DE,Diseases of the circulatory system (I00-I99),2022.0,359010
Germany,DE,Diseases of the respiratory system (J00-J99),2022.0,67744
Germany,DE,Diseases of the digestive system (K00-K93),2022.0,46196
Germany,DE,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,1959
Germany,DE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,6839
Germany,DE,Diseases of the genitourinary system (N00-N99),2022.0,28960
Germany,DE,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,30
Germany,DE,Certain conditions originating in the perinatal period (P00-P96),2022.0,1373
Germany,DE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,2273
Germany,DE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,41804
Estonia,EE,Malignant neoplasms (C00-C97),2022.0,3482
Estonia,EE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,515
Estonia,EE,Mental and behavioural disorders (F00-F99),2022.0,221
Estonia,EE,Diseases of the circulatory system (I00-I99),2022.0,8132
Estonia,EE,Diseases of the respiratory system (J00-J99),2022.0,626
Estonia,EE,Diseases of the digestive system (K00-K93),2022.0,901
Estonia,EE,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,28
Estonia,EE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,97
Estonia,EE,Diseases of the genitourinary system (N00-N99),2022.0,205
Estonia,EE,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,0
Estonia,EE,Certain conditions originating in the perinatal period (P00-P96),2022.0,13
Estonia,EE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,21
Estonia,EE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,243
Ireland,IE,Malignant neoplasms (C00-C97),2022.0,10100
Ireland,IE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,954
Ireland,IE,Mental and behavioural disorders (F00-F99),2022.0,2078
Ireland,IE,Diseases of the circulatory system (I00-I99),2022.0,9930
Ireland,IE,Diseases of the respiratory system (J00-J99),2022.0,3874
Ireland,IE,Diseases of the digestive system (K00-K93),2022.0,1379
Ireland,IE,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,85
Ireland,IE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,326
Ireland,IE,Diseases of the genitourinary system (N00-N99),2022.0,670
Ireland,IE,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,0
Ireland,IE,Certain conditions originating in the perinatal period (P00-P96),2022.0,85
Ireland,IE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,194
Ireland,IE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,296
Greece,EL,Malignant neoplasms (C00-C97),2022.0,28856
Greece,EL,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,3160
Greece,EL,Mental and behavioural disorders (F00-F99),2022.0,3396
Greece,EL,Diseases of the circulatory system (I00-I99),2022.0,44340
Greece,EL,Diseases of the respiratory system (J00-J99),2022.0,13165
Greece,EL,Diseases of the digestive system (K00-K93),2022.0,3701
Greece,EL,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,138
Greece,EL,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,521
Greece,EL,Diseases of the genitourinary system (N00-N99),2022.0,4480
Greece,EL,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,3
Greece,EL,Certain conditions originating in the perinatal period (P00-P96),2022.0,149
Greece,EL,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,187
Greece,EL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,8626
Spain,ES,Malignant neoplasms (C00-C97),2022.0,110653
Spain,ES,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,15924
Spain,ES,Mental and behavioural disorders (F00-F99),2022.0,22744
Spain,ES,Diseases of the circulatory system (I00-I99),2022.0,121341
Spain,ES,Diseases of the respiratory system (J00-J99),2022.0,43024
Spain,ES,Diseases of the digestive system (K00-K93),2022.0,23266
Spain,ES,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,2043
Spain,ES,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,5549
Spain,ES,Diseases of the genitourinary system (N00-N99),2022.0,18019
Spain,ES,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,11
Spain,ES,Certain conditions originating in the perinatal period (P00-P96),2022.0,513
Spain,ES,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,862
Spain,ES,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,10030
France,FR,Malignant neoplasms (C00-C97),2022.0,164596
France,FR,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,25555
France,FR,Mental and behavioural disorders (F00-F99),2022.0,25616
France,FR,Diseases of the circulatory system (I00-I99),2022.0,140718
France,FR,Diseases of the respiratory system (J00-J99),2022.0,45151
France,FR,Diseases of the digestive system (K00-K93),2022.0,27272
France,FR,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,1897
France,FR,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,4705
France,FR,Diseases of the genitourinary system (N00-N99),2022.0,13486
France,FR,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,50
France,FR,Certain conditions originating in the perinatal period (P00-P96),2022.0,1461
France,FR,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,1684
France,FR,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,75774
Croatia,HR,Malignant neoplasms (C00-C97),2022.0,13084
Croatia,HR,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,4541
Croatia,HR,Mental and behavioural disorders (F00-F99),2022.0,1893
Croatia,HR,Diseases of the circulatory system (I00-I99),2022.0,22567
Croatia,HR,Diseases of the respiratory system (J00-J99),2022.0,2664
Croatia,HR,Diseases of the digestive system (K00-K93),2022.0,2155
Croatia,HR,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,32
Croatia,HR,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,85
Croatia,HR,Diseases of the genitourinary system (N00-N99),2022.0,1586
Croatia,HR,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,2
Croatia,HR,Certain conditions originating in the perinatal period (P00-P96),2022.0,81
Croatia,HR,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,85
Croatia,HR,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,325
Italy,IT,Malignant neoplasms (C00-C97),2022.0,164937
Italy,IT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,33810
Italy,IT,Mental and behavioural disorders (F00-F99),2022.0,28017
Italy,IT,Diseases of the circulatory system (I00-I99),2022.0,222717
Italy,IT,Diseases of the respiratory system (J00-J99),2022.0,50686
Italy,IT,Diseases of the digestive system (K00-K93),2022.0,24209
Italy,IT,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,1687
Italy,IT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,4025
Italy,IT,Diseases of the genitourinary system (N00-N99),2022.0,16710
Italy,IT,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,14
Italy,IT,Certain conditions originating in the perinatal period (P00-P96),2022.0,676
Italy,IT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,1309
Italy,IT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,30258
Cyprus,CY,Malignant neoplasms (C00-C97),2022.0,1496
Cyprus,CY,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,639
Cyprus,CY,Mental and behavioural disorders (F00-F99),2022.0,356
Cyprus,CY,Diseases of the circulatory system (I00-I99),2022.0,1828
Cyprus,CY,Diseases of the respiratory system (J00-J99),2022.0,591
Cyprus,CY,Diseases of the digestive system (K00-K93),2022.0,239
Cyprus,CY,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,54
Cyprus,CY,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,48
Cyprus,CY,Diseases of the genitourinary system (N00-N99),2022.0,253
Cyprus,CY,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,1
Cyprus,CY,Certain conditions originating in the perinatal period (P00-P96),2022.0,27
Cyprus,CY,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,22
Cyprus,CY,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,180
Latvia,LV,Malignant neoplasms (C00-C97),2022.0,5678
Latvia,LV,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,671
Latvia,LV,Mental and behavioural disorders (F00-F99),2022.0,587
Latvia,LV,Diseases of the circulatory system (I00-I99),2022.0,15863
Latvia,LV,Diseases of the respiratory system (J00-J99),2022.0,891
Latvia,LV,Diseases of the digestive system (K00-K93),2022.0,1200
Latvia,LV,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,82
Latvia,LV,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,83
Latvia,LV,Diseases of the genitourinary system (N00-N99),2022.0,532
Latvia,LV,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,5
Latvia,LV,Certain conditions originating in the perinatal period (P00-P96),2022.0,20
Latvia,LV,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,29
Latvia,LV,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,595
Lithuania,LT,Malignant neoplasms (C00-C97),2022.0,7886
Lithuania,LT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,696
Lithuania,LT,Mental and behavioural disorders (F00-F99),2022.0,474
Lithuania,LT,Diseases of the circulatory system (I00-I99),2022.0,22592
Lithuania,LT,Diseases of the respiratory system (J00-J99),2022.0,1162
Lithuania,LT,Diseases of the digestive system (K00-K93),2022.0,2225
Lithuania,LT,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,43
Lithuania,LT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,99
Lithuania,LT,Diseases of the genitourinary system (N00-N99),2022.0,316
Lithuania,LT,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,0
Lithuania,LT,Certain conditions originating in the perinatal period (P00-P96),2022.0,26
Lithuania,LT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,52
Lithuania,LT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,297
Luxembourg,LU,Malignant neoplasms (C00-C97),2022.0,1039
Luxembourg,LU,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,140
Luxembourg,LU,Mental and behavioural disorders (F00-F99),2022.0,279
Luxembourg,LU,Diseases of the circulatory system (I00-I99),2022.0,1104
Luxembourg,LU,Diseases of the respiratory system (J00-J99),2022.0,303
Luxembourg,LU,Diseases of the digestive system (K00-K93),2022.0,193
Luxembourg,LU,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,10
Luxembourg,LU,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,24
Luxembourg,LU,Diseases of the genitourinary system (N00-N99),2022.0,90
Luxembourg,LU,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,0
Luxembourg,LU,Certain conditions originating in the perinatal period (P00-P96),2022.0,9
Luxembourg,LU,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,8
Luxembourg,LU,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,179
Hungary,HU,Malignant neoplasms (C00-C97),2022.0,30456
Hungary,HU,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,4182
Hungary,HU,Mental and behavioural disorders (F00-F99),2022.0,4398
Hungary,HU,Diseases of the circulatory system (I00-I99),2022.0,63792
Hungary,HU,Diseases of the respiratory system (J00-J99),2022.0,6872
Hungary,HU,Diseases of the digestive system (K00-K93),2022.0,6755
Hungary,HU,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,181
Hungary,HU,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,478
Hungary,HU,Diseases of the genitourinary system (N00-N99),2022.0,1273
Hungary,HU,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,7
Hungary,HU,Certain conditions originating in the perinatal period (P00-P96),2022.0,190
Hungary,HU,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,259
Hungary,HU,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,393
Malta,MT,Malignant neoplasms (C00-C97),2022.0,1027
Malta,MT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,196
Malta,MT,Mental and behavioural disorders (F00-F99),2022.0,343
Malta,MT,Diseases of the circulatory system (I00-I99),2022.0,1232
Malta,MT,Diseases of the respiratory system (J00-J99),2022.0,523
Malta,MT,Diseases of the digestive system (K00-K93),2022.0,134
Malta,MT,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,21
Malta,MT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,17
Malta,MT,Diseases of the genitourinary system (N00-N99),2022.0,134
Malta,MT,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,0
Malta,MT,Certain conditions originating in the perinatal period (P00-P96),2022.0,13
Malta,MT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,14
Malta,MT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2022.0,28
Netherlands,NL,Malignant neoplasms (C00-C97),2022.0,45790
Netherlands,NL,"Endocrine, nutritional and metabolic diseases (E00-E90)",2022.0,3967
Netherlands,NL,Mental and behavioural disorders (F00-F99),2022.0,13090
Netherlands,NL,Diseases of the circulatory system (I00-I99),2022.0,37744
Netherlands,NL,Diseases of the respiratory system (J00-J99),2022.0,12993
Netherlands,NL,Diseases of the digestive system (K00-K93),2022.0,5289
Netherlands,NL,Diseases of the skin and subcutaneous tissue (L00-L99),2022.0,395
Netherlands,NL,Diseases of the musculoskeletal system and connective tissue (M00-M99),2022.0,1310
Netherlands,NL,Diseases of the genitourinary system (N00-N99),2022.0,3837
Netherlands,NL,"Pregnancy, childbirth and the puerperium (O00-O99)",2022.0,5
Netherlands,NL,Certain conditions originating in the perinatal period (P00-P96),2022.0,333
Netherlands,NL,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2022.0,461
